HTL state,Time GPS,Mission time,TC74-0,TC74-1,TC74-2,TC74-3,TC74-4
A1,Thu 1970-01-01 01:00:00 CET,241.052438,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,242.051178,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,243.047769,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,244.049509,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,245.049656,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,246.049568,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,247.050487,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,248.049598,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,249.049781,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,250.049955,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,251.051723,28.500000,28.500000,27.500000,26.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,252.051334,27.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,253.052611,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,254.051881,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,255.051083,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,256.049656,28.500000,28.500000,27.500000,27.500000,27.500000
A1,Thu 1970-01-01 01:00:00 CET,257.049308,28.500000,28.500000,27.500000,26.500000,27.500000
